"","artist","artist_id","g1","g2","g3","g4","g5","g6","g7","g8","g9","g10","g11","g12","g13","g14","g15","g16","g17","g18","g19","g20"
"1","Post Malone","246dkjvS1zLTtiykXe5h60","dfw rap","pop","rap",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Camila Cabello","4nDoRrQiYLoBzwC5BhVJzF","dance pop","pop","post-teen pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Dua Lipa","6M2wZ9GZgrQXHCFfjv46we","dance pop","pop","post-teen pop","uk pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Selena Gomez","0C8ZW7ezQVs4URX5aX7Kqx","dance pop","pop","post-teen pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Ed Sheeran","6eUKZXaKkcviH0Ku9w2n3V","pop","uk pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Eminem","7dGJo4pcD2V6oG8kP0tJRR","detroit hip hop","g funk","hip hop","rap",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Luis Fonsi","4V8Sr092TqfHkfAA5fXXqG","latin","latin pop","pop","tropical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","Maroon 5","04gDigrS5kc9YWfZHwBETP","pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","Lil Pump","3wyVrVrFCkukjdVIdirGVY","emo rap","miami hip hop","trap music",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","G-Eazy","02kJSzxNuaWGqwubyUba0Z","hip hop","indie pop rap","pop","pop rap","rap",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","NF","6fOMl44jA4Sp5b9PpYCkzz","hip hop","rap",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","Maluma","1r4hJ1h58CWwUQe3MxPuau","reggaeton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","Marshmello","64KEffDW9EtZ1y2vBYgq8T","brostep","progressive electro house",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","Natti Natasha","1GDbiv3spRmZ1XdM1jQbT7","latin","rap latina","reggaeton","tropical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","Sam Smith","2wY79sveU1sp5g7SokKOiI","pop","post-teen pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","Khalid","6LuN9FCkKOj5PcnpouEgny","pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","J Balvin","1vyhD5VmyZ7KMfW5gqLgo5","latin","reggaeton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","Portugal. The Man","4kI8Ie27vjvonwaB2ePh8T","indie pop","indie rock","modern rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","Danny Ocean","5H1nN1SzW0qNeUEZvuXjAj","latin","pop","reggaeton","tropical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","Bad Bunny","4q3ewBCX7sLwd24euuV69X","reggaeton","trap latino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","Hailee Steinfeld","5p7f24Rk5HkUZsaS3BLG5F","dance pop","pop","post-teen pop","tropical house",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","Anitta","7FNnA9vBm6EKceENgCGRMb","baile pop","funk carioca","funk das antigas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","Imagine Dragons","53XhwfbYqKCa1cC15pYq2q","modern rock","rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","ZAYN","5ZsFI1h6hIdQRw2ti0hz81","dance pop","pop","post-teen pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Lil Uzi Vert","4O15NlyKLIASxsJ0PrXPfz","philly rap","rap","trap music",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","Becky G","4obzFoKoKRHIphyHzJ35G3","latin viral pop","pop","rap latina","reggaeton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","Ozuna","1i8SpTcr7yvPOmcqrbnVXY","reggaeton","trap latino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","Cardi B","4kYSro6naA4h99UJvo89HB","pop","rap",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","Logic","4xRYI6VqpkE3UwrDrAZL8L","conscious hip hop","dmv rap","hip hop","pop rap","rap",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","French Montana","6vXTefBL93Dj5IqAWq6OTv","hip hop","pop","pop rap","rap","southern hip hop","trap music",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","Bebe Rexha","64M6ah0SkkRsnPGtGiRAbb","dance pop","pop","post-teen pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","Charlie Puth","6VuMaDnrHyPL1p4EHjYLi7","dance pop","pop","post-teen pop","viral pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","Kendrick Lamar","2YZyLoL8N0Wb9xBt1NhZWg","conscious hip hop","hip hop","pop rap","rap","west coast rap",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","Kygo","23fqKkggKUBHNkbKtXEls4","edm","pop","tropical house",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","Piso 21","4bw2Am3p9ji3mYsXNXtQcd","colombian pop","latin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","Offset","4DdkRBBYG6Yk9Ka8tdJ9BW","atl hip hop","pop","pop rap","rap","trap music",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","Clean Bandit","6MDME20pz9RveH9rEXvrOM","dance pop","edm","pop","post-teen pop","tropical house","uk dance","uk funky",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","The Chainsmokers","69GGBxA162lTqCwzJG5jLp","edm","electropop","pop","tropical house",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","21 Savage","1URnnhqYAYcrqrcwql10ft","atl hip hop","rap","trap music",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","Drake","3TVXtAsR1Inumwj472S9r4","canadian hip hop","canadian pop","hip hop","pop rap","rap","toronto rap",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","Shakira","0EmeFodog0BfCgMzAIvKQp","colombian pop","dance pop","latin","latin pop","mexican pop","pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","Alex Sensation","0OROVBEZCocg0FcgJpyBse","reggaeton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","Axwell /\ Ingrosso","2XnBwblw31dfGnspMIwgWz","big room","dance pop","edm","electro house","pop","tropical house",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","Migos","6oMuImdp5ZcFhWP0ESe6mG","atl hip hop","pop","pop rap","rap","southern hip hop","trap music",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","Nacho","2ayNSoKPCRAfjp6hQ76hRu","latin","latin pop","pop","tropical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","Demi Lovato","6S2OmqARrzebs0tKUEyXyp","dance pop","pop","post-teen pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Shawn Mendes","7n2wHs1TKAczGzO7Dd2rGr","canadian pop","dance pop","pop","viral pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","Martin Garrix","60d24wfXkVzDSfLS6hyCjZ","big room","edm","pop","progressive house","tropical house",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","Michael Jackson","3fMbdgg4jU18AjLCKBhRSm","pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","MC Fioti","2W6kbe0nm96COrHzNmfLLd","funk carioca","funk ostentacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","Wisin","3E6xrwgnVfYCrCs0ePERDz","dance pop","latin","latin hip hop","latin pop","pop","reggaeton","reggaeton flow","tropical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","A$AP Ferg","5dHt1vcEm9qb8fCyLcB3HL","hip hop","pop","pop rap","rap","southern hip hop","trap music","underground hip hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","Carlos Vives","4vhNDa5ycK0ST968ek7kRr","champeta","colombian pop","latin","latin pop","tropical","vallenato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","Rita Ora","5CCwRZC6euC8Odo6y9X8jr","dance pop","edm","pop","post-teen pop","r&b","tropical house","uk pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","Famous Dex","0WOxhx4hikIsyF3CRPLC8W","chicago rap","drill","hip hop","pop rap","rap","southern hip hop","trap music","underground hip hop","vapor trap",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","Joey Montana","3ATyg4fGC9F8trfb0GRWmX","dance pop","latin","latin hip hop","latin pop","pop","pop reggaeton","reggaeton","tropical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","Kodak Black","46SHBwWsqBkxI7EeeBEQG7","florida rap","miami hip hop","pop rap","rap","southern hip hop","trap music",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","Avicii","1vCWHaC5f2uS3yhpwWbIA6","big room","edm","pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","Lauv","5JZ7CnR6gTvEMKX4g70Amv","dance pop","pop","post-teen pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","DJ Khaled","0QHgL1lAIqAw0HtD7YldmP","hip hop","miami hip hop","pop","pop rap","rap","southern hip hop","trap music",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","Alan Walker","7vk5e3vY1uw9plTHJAMwjN","electro house",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","Travis Scott","0Y5tJX1MQlPlqiwlOH1tJY","pop","pop rap","rap",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","Halsey","26VFTg2z8YR0cCuwLzESi2","dance pop","electropop","etherpop","indie poptimism","pop","post-teen pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","Liam Payne","5pUo3fmmHT8bhCyHE52hA6","dance pop","edm","pop","post-teen pop","tropical house",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","Calvin Harris","7CajNmpbOovFoOoasH2HaY","edm","electro house","house","pop","progressive house","uk dance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","Bruno Mars","0du5cEVh5yTK9QJze8zA0C","pop","post-teen pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","Macklemore & Ryan Lewis","5BcAKTbp20cv7tC5VqPFoC","dance pop","pop","pop rap",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","Jason Derulo","07YZf4WDAMNwqr4jfgOZ8y","dance pop","pop","pop rap","post-teen pop","r&b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","XXXTENTACION","15UsOTVnJzReFVN1VCnxy4","emo rap","miami hip hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","Machine Gun Kelly","6TIYQ3jFPwQSRmorSezPxX","hip hop","pop rap","rap",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","Justin Bieber","1uNFoZAHBGtllmzznpCI3s","canadian pop","dance pop","pop","post-teen pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","OutKast","1G9G7WwrXka3Z1r7aIDjI7","atl hip hop","dirty south rap","hip hop","pop rap","rap","southern hip hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","Sia","5WUlDfRSoLAfcVSX1WnrxN","australian dance","australian pop","pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","Miguel","360IAlyVv4PCEVjgyMZrxK","dance pop","pop","pop rap","r&b","rap","urban contemporary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","Lil Xan","3EXdLajEO02ziZ90P90bSW","emo rap","underground hip hop","vapor trap",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","Zedd","2qxJFvFYMEDqd7ui6kSAcq","complextro","dance pop","edm","electro house","german techno","pop","post-teen pop","tropical house",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","Gucci Mane","13y7CgLHjMVRMDqxdx0Xdo","atl hip hop","dirty south rap","hip hop","pop","pop rap","rap","southern hip hop","trap music",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","Future","1RyvyyTE3xzB2ZywiAwp0i","atl hip hop","hip hop","pop","pop rap","rap","southern hip hop","trap music",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","Foster The People","7gP3bB2nilZXLfPHJhMdvc","indie pop","indie rock","modern rock","pop","rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","Romeo Santos","5lwmRuXgjX8xIwlnauTZIP","bachata","latin","tropical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","BTS","3Nrfpe0tUJi4K4DXYWgMUX","k-pop","k-pop boy group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","Sebastian Yatra","07YUOmWljBTXwIseAUd9TW","colombian pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","James Arthur","4IWBUUAFIplrNtaOHcJPRM","dance pop","pop","post-teen pop","talent show",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","Daddy Yankee","4VMYDCV2IEDYJArk749S6m","latin","latin hip hop","pop","reggaeton","tropical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Marvin Gaye","3koiLjNrgRTNbOwViDipeA","classic soul","funk","motown","northern soul","quiet storm","soul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","Macklemore","3JhNCzhSMTxs9WLGJJxWOY","pop rap",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Wolfine","2OnKRchqP7tT0FzTvWIFI7","colombian pop","latin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","Jonas Blue","1HBjj22wzbscIZ9sEb5dyf","dance pop","edm","pop","tropical house","uk dance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","Manuel Turizo","0tmwSHipWxN12fsoLcFU3B","colombian pop","latin","reggaeton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","Taylor Swift","06HL4z0CvFAxyc27GXpf02","dance pop","pop","post-teen pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","MC Kevinho","1mXAhKnZEdF6rotyyd4GBi","funk carioca","funk ostentacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","The Jackson 5","2iE18Oxc8YSumAU232n4rW","motown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","The Weeknd","1Xyo4u8uXC1ZmMpatF05PJ","canadian contemporary r&b","canadian pop","hip hop","pop","rap",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","Queen","1dfeR4HaWDbWqFHLkxsg1d","glam rock","rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","Bee Gees","1LZEQNv7sE11VDY3SdxQeN","disco","mellow gold","soft rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","Chris Jeday","0qTZZWLzuD59Un5r1speHm","latin","latin hip hop","reggaeton flow","trap latino","tropical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","Earth, Wind & Fire","4QQgXkCYTt3BlENzhyNETg","disco","funk","jazz funk","motown","quiet storm","soul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","Maggie Lindemann","0uGk2czvcpWQA383Im6ajf","dance pop","indie cafe pop","pop","post-teen pop","viral pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","Jesse & Joy","1mX1TWKpNxDSAH16LgDfiR","latin","latin arena pop","latin pop","mexican pop","pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","NAV","7rkW85dBwwrJtlHRDkJDAC","canadian hip hop","pop","pop rap","rap","southern hip hop","toronto rap","trap music",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","P!nk","1KCSPY1glIKqW2TotWuXOR","dance pop","pop","post-teen pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","David Guetta","1Cs0zKBU1kc0i8ypK3B9ai","dance pop","edm","pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","Childish Gambino","73sIBHcqh3Z3NyqHKZ7FOL","atl hip hop","hip hop","pop","pop rap","rap",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","Daryl Hall & John Oates","77tT1kLj6mCWtFNqiOmP9H","album rock","mellow gold","rock","soft rock","yacht rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","MC's Jhowzinho & Kadinho","2Q4r4Epfaaho06ONTHx7OS","funk carioca","funk ostentacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Shaggy","5EvFsr3kj42KNv97ZEnqij","dance pop","pop rap","reggae fusion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","CNCO","0eecdvMrqBftK0M1VKhaF4","boy band","latin","latin pop","pop","reggaeton","tropical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","The Clash","3RGLhK1IP9jnYFH4BRFJBS","classic rock","dance rock","new wave","permanent wave","punk","rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Julia Michaels","0ZED1XzwlLHW4ZaG4lOT6m","dance pop","pop","post-teen pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Yandel","0eHQ9o50hj6ZDNBt6Ys1sD","latin","latin hip hop","latin pop","pop","reggaeton","reggaeton flow","tropical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","Huncho Jack","6extd4B6hl8VTmnlhpl2bY","hip hop","pop","pop rap","rap","southern hip hop","trap music",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","Mark Ronson","3hv9jJF3adDNsBSIQDqcjp","dance pop","pop","tropical house",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Niall Horan","1Hsdzj7Dlq2I7tHP7501T4","australian pop","dance pop","neo mellow","pop","post-teen pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Pharrell Williams","2RdwBSPQiwcmiDo9kixcl8","dance pop","pop","pop rap",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","Zac Efron","6U1dBXJhC8gXFjamvFTmHg","hollywood","post-teen pop","show tunes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","Major Lazer","738wLrAtLtCtFOLvQBXOXp","dance pop","edm","electro house","moombahton","pop","tropical house",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","Cheat Codes","7DMveApC7UnC2NPfPvlHSU","dance pop","edm","electro house","electropop","pop","pop edm","post-teen pop","tropical house",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","Justin Timberlake","31TPClRtHm23RisEBtV3X7","dance pop","pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","Stevie Wonder","7guDJrEfX3qb6FEbdPA5qi","motown","quiet storm","soul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","Keala Settle","7HV2RI2qNug4EcQqLbCAKS","broadway","hollywood","show tunes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","Louis Tomlinson","57WHJIHrjOE3iAxpihhMnp","dance pop","pop","post-teen pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Toto","0PFtn5NtBbbUNbU9EAmIWF","album rock","mellow gold","rock","soft rock","yacht rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
